age_group,statefip,poverty_rate,ubi
adult,36,0.06436426041769762,8000
adult,37,0.04947238222802988,8000
adult,38,0.036565794974227656,8000
adult,39,0.031918963736226796,8000
adult,40,0.037522838345099875,8000
adult,41,0.04756494608835612,8000
adult,42,0.041569266955126444,8000
adult,44,0.025991170828524778,8000
adult,45,0.05946031762761317,8000
adult,46,0.037748496519585985,8000
adult,47,0.03573158515535827,8000
adult,48,0.059127641428982934,8000
adult,49,0.03770182167244633,8000
adult,50,0.04453393458044634,8000
adult,51,0.053653354775431435,8000
adult,53,0.038771792799777535,8000
adult,54,0.03299132872952382,8000
adult,55,0.030888932769754567,8000
adult,56,0.0392822072719073,8000
child,1,0.011778450121199468,8000
child,2,0.026892063241333624,8000
child,4,0.010148543588631029,8000
child,5,0.008138906063259007,8000
child,6,0.027691883328472885,8000
child,8,0.02090659543304881,8000
child,9,0.02339113111804887,8000
child,10,0.01866945146483939,8000
child,11,0.02784379120133327,8000
child,12,0.0215730336130535,8000
child,13,0.016768222082153197,8000
child,15,0.020564169094629613,8000
child,16,0.0035919219016695234,8000
child,17,0.011552798536177508,8000
child,18,0.013417287277072164,8000
child,19,0.00808231483829795,8000
child,20,0.006090368293894582,8000
child,21,0.008294451890302293,8000
child,22,0.01176020134172972,8000
child,23,0.01102693580285278,8000
child,24,0.02258076165640135,8000
child,25,0.014654308051985861,8000
child,26,0.01066459292915179,8000
child,27,0.0052121668236801925,8000
child,28,0.007927066198660744,8000
child,29,0.007207622428235734,8000
child,30,0.01370808122097614,8000
child,31,0.012317571368748467,8000
child,32,0.01526404434708464,8000
child,33,0.009254506734231402,8000
child,34,0.02259459965328035,8000
child,35,0.007177065386241731,8000
child,36,0.03177105634369259,8000
child,37,0.010499217374573782,8000
child,38,0.01222149658610157,8000
child,39,0.007988060220812165,8000
child,40,0.008899898649798085,8000
child,41,0.012188458227135088,8000
child,42,0.015130800302942369,8000
child,44,0.012484035614230744,8000
child,45,0.013519532836690032,8000
child,46,0.011091194560735613,8000
child,47,0.010237065254826455,8000
child,48,0.016170364395063905,8000
child,49,0.01297431055491898,8000
child,50,0.01837459808307971,8000
child,51,0.019451408240961542,8000
child,53,0.012121243747334764,8000
child,54,0.004072059839636523,8000
child,55,0.005816345032504556,8000
child,56,0.011207510078690239,8000
adult,1,0.03877184797791797,9000
adult,2,0.06056304520321265,9000
adult,4,0.03897769571191331,9000
adult,5,0.037244439383529074,9000
adult,6,0.08038063018454035,9000
adult,8,0.052104266772493794,9000
adult,9,0.048608889535712484,9000
adult,10,0.04008915865775396,9000
adult,11,0.07236279344738719,9000
adult,12,0.059820647956799124,9000
adult,13,0.05284994190455586,9000
adult,15,0.06789934488214597,9000
adult,16,0.02987267994414586,9000
adult,17,0.04601621611849823,9000
adult,18,0.03359724802187987,9000
adult,19,0.02942204168273169,9000
adult,20,0.0267274651960869,9000
adult,21,0.0376592874103902,9000
adult,22,0.05110859254976788,9000
adult,23,0.02662909119892676,9000
adult,24,0.06768956577495572,9000
adult,25,0.04815263020027382,9000
adult,26,0.032238517227061836,9000
adult,27,0.023496042679455792,9000
adult,28,0.042843875311896984,9000
adult,29,0.03195343990789115,9000
adult,30,0.030614152834545206,9000
adult,31,0.03664277424961501,9000
adult,32,0.05202888970444331,9000
adult,33,0.03564414849283697,9000
adult,34,0.0610838519587054,9000
adult,35,0.03290857460632104,9000
adult,36,0.05981866480351457,9000
adult,37,0.04543090238623329,9000
adult,38,0.03345755066415855,9000
adult,39,0.02887498926431496,9000
adult,40,0.0347419522108531,9000
adult,41,0.04307107198139795,9000
adult,42,0.038604541943431686,9000
adult,44,0.024183306569489672,9000
adult,45,0.05286531715686192,9000
adult,46,0.03575973450394758,9000
adult,47,0.03123393867283598,9000
adult,48,0.054131678097073414,9000
adult,49,0.03467881845600819,9000
adult,50,0.041598489586570864,9000
adult,51,0.050238108443619985,9000
adult,53,0.036126071599497836,9000
adult,54,0.028887952416059938,9000
adult,55,0.027943861681001343,9000
adult,56,0.03661197754981636,9000
child,1,0.006448198708519584,9000
child,2,0.01890572630732415,9000
child,4,0.005674640560536091,9000
child,5,0.006612370953916598,9000
child,6,0.021555875906869894,9000
child,8,0.015380530603833712,9000
child,9,0.015850611080561922,9000
child,10,0.013608142791253419,9000
child,11,0.018855966858256284,9000
child,12,0.015346710291976547,9000
child,13,0.011064279067744981,9000
child,15,0.018864862350340243,9000
child,16,0.0032435655683196248,9000
child,17,0.009097769882333342,9000
child,18,0.010067090351718749,9000
child,19,0.005360186833292906,9000
child,20,0.006090368293894582,9000
child,21,0.0016556991854811214,9000
child,22,0.007578127753116125,9000
child,23,0.0080377770143513,9000
child,24,0.019545650438752067,9000
child,25,0.010294153301969273,9000
child,26,0.006816481627605503,9000
child,27,0.003678317167918428,9000
child,28,0.0027008420615161613,9000
child,29,0.005599061507741881,9000
child,30,0.010906214356318139,9000
child,31,0.01021893699041605,9000
child,32,0.010425878699530714,9000
child,33,0.007858232418570282,9000
child,34,0.016024880093192126,9000
child,35,0.005561959986153969,9000
child,36,0.02422330834509678,9000
child,37,0.008538549770764613,9000
child,38,0.00994406272805665,9000
child,39,0.0046480443403299826,9000
child,40,0.0071319553459776,9000
child,41,0.008534280987555808,9000
child,42,0.011484229739149285,9000
child,44,0.007240181209105393,9000
child,45,0.010321432682810277,9000
child,46,0.007310376955352129,9000
child,47,0.005972646242833043,9000
child,48,0.011695448450617195,9000
child,49,0.009254966937736097,9000
child,50,0.013265166720400387,9000
child,51,0.015774831887818697,9000
child,53,0.009565506705242281,9000
child,54,0.001955476451427328,9000
child,55,0.004237819185387878,9000
child,56,0.00876549376401033,9000
adult,1,0.03386909561651594,10000
adult,2,0.058945886864726675,10000
adult,4,0.03593067312874791,10000
adult,5,0.03295412096782583,10000
adult,6,0.07583796682436983,10000
adult,8,0.04917863212680559,10000
adult,9,0.04481964378218912,10000
adult,10,0.03774830895042423,10000
adult,11,0.066843862726364,10000
adult,12,0.05509859234680271,10000
adult,13,0.0468117603282012,10000
adult,15,0.06424058693257743,10000
adult,16,0.02892919035085495,10000
adult,17,0.042703564529749334,10000
adult,18,0.030492739765885464,10000
adult,19,0.028674907111530652,10000
adult,20,0.024380292451557442,10000
adult,21,0.031617639165157384,10000
adult,22,0.045579232032845404,10000
adult,23,0.024384033683810827,10000
adult,24,0.06587625710575652,10000
adult,25,0.04440638134125815,10000
adult,26,0.029962297482367745,10000
adult,27,0.022650050420381714,10000
adult,28,0.03638766637839642,10000
adult,29,0.02899849431072194,10000
adult,30,0.028058723132978754,10000
adult,31,0.03379964632895851,10000
adult,32,0.046325611324662105,10000
adult,33,0.03454812459627196,10000
adult,34,0.05858932556473465,10000
adult,35,0.02855137996874295,10000
adult,36,0.054895272724260064,10000
adult,37,0.03993835421142957,10000
adult,38,0.03140970107430157,10000
adult,39,0.026135321848427363,10000
adult,40,0.031093299330668445,10000
adult,41,0.041869206208917764,10000
adult,42,0.03574778021872316,10000
adult,44,0.021384512760343432,10000
adult,45,0.04807109935930614,10000
adult,46,0.03222401218258505,10000
adult,47,0.027480295552331363,10000
adult,48,0.049890011189996045,10000
adult,49,0.032768800156979375,10000
adult,50,0.03986747672484207,10000
adult,51,0.04785700932821063,10000
adult,53,0.03434604576700244,10000
adult,54,0.025431532068308463,10000
adult,55,0.026125094033641248,10000
adult,56,0.03320266480096621,10000
child,1,0.004013304047044868,10000
child,2,0.013174926531180596,10000
child,4,0.005145538697424132,10000
child,5,0.006612370953916598,10000
child,6,0.016140374383268957,10000
child,8,0.012235571567044596,10000
child,9,0.00878491773169277,10000
child,10,0.012838969875373947,10000
child,11,0.015562957445033379,10000
child,12,0.010934673672919625,10000
child,13,0.007412817517163005,10000
child,15,0.01518958901517426,10000
child,16,0.0028563707702732428,10000
child,17,0.006107039692978686,10000
child,18,0.006744468408501227,10000
child,19,0.004785137104571024,10000
child,20,0.0041288922526640775,10000
child,21,0.0011650906687384701,10000
child,22,0.004847359928633439,10000
child,23,0.00581729244948632,10000
child,24,0.016826559727658095,10000
child,25,0.008518198277196888,10000
child,26,0.005950284671767507,10000
child,27,0.0041363396869660415,10000
child,28,0.001538819131628637,10000
child,29,0.005599061507741881,10000
child,30,0.00907020158761027,10000
child,31,0.007609724800003649,10000
child,32,0.007279720475262736,10000
child,33,0.007251967175058277,10000
child,34,0.013669304053393604,10000
child,35,0.001746203789742797,10000
child,36,0.019510242722821352,10000
child,37,0.00696074959699045,10000
child,38,0.00685105587348894,10000
child,39,0.004033973679985283,10000
child,40,0.0048941308733829875,10000
child,41,0.0066344677548550056,10000
child,42,0.008960064434258296,10000
child,44,0.006481821316593018,10000
child,45,0.007080599936676656,10000
child,46,0.005461514018547002,10000
child,47,0.005109746019153107,10000
child,48,0.009651391172635963,10000
child,49,0.006715133566334991,10000
child,50,0.011218543247077386,10000
child,51,0.013085638867998878,10000
child,53,0.005049405227181364,10000
child,54,0.001955476451427328,10000
child,55,0.002186898596120641,10000
child,56,0.007142200181038496,10000
adult,1,0.02944866487276484,11000
adult,2,0.05546520671085554,11000
adult,4,0.03211954127358589,11000
adult,5,0.027696054386860947,11000
adult,6,0.07319638374861893,11000
adult,8,0.04608003629756907,11000
adult,9,0.04405720505074419,11000
adult,10,0.03697531062236438,11000
adult,11,0.06266421100980034,11000
adult,12,0.051782798998380064,11000
adult,13,0.04251752202471454,11000
adult,15,0.06220361905022764,11000
adult,16,0.0265514235905025,11000
adult,17,0.0401218347127482,11000
adult,18,0.02808132367632827,11000
adult,19,0.02471493065765121,11000
adult,20,0.02220909062529168,11000
adult,21,0.025927351298410416,11000
adult,22,0.03841549532417523,11000
adult,23,0.02312608253950627,11000
adult,24,0.06614820642779605,11000
adult,25,0.043075838549363886,11000
adult,26,0.02569140600320448,11000
adult,27,0.021911164986472484,11000
adult,28,0.031207104288350718,11000
adult,29,0.02606623222647391,11000
adult,30,0.027049062673899497,11000
adult,31,0.03323754729793487,11000
adult,32,0.044893595336900634,11000
adult,33,0.03386032255731885,11000
adult,34,0.05639654238884602,11000
adult,35,0.025803737399190584,11000
adult,36,0.05230017017153654,11000
adult,37,0.035475569478712735,11000
adult,38,0.028666615202568715,11000
adult,39,0.023895910867893912,11000
adult,40,0.029344728072890337,11000
adult,41,0.039730457374799896,11000
adult,42,0.03239668003899925,11000
adult,44,0.02005029383416086,11000
adult,45,0.04532820760223783,11000
adult,46,0.02820371840563549,11000
adult,47,0.024222368011484495,11000
adult,48,0.045649536021469816,11000
adult,49,0.031053971795886887,11000
adult,50,0.03685453560225262,11000
adult,51,0.04607183718635481,11000
adult,53,0.03292368685816009,11000
adult,54,0.02295544478620269,11000
adult,55,0.024911772881016873,11000
adult,56,0.030693622022678762,11000
child,1,0.002917527962936627,11000
child,2,0.009591852396686482,11000
child,4,0.004142928237893362,11000
child,5,0.006097565378417988,11000
child,6,0.012740366274260069,11000
child,8,0.00990823146058484,11000
child,9,0.008468603034671004,11000
child,10,0.010447007882061024,11000
child,11,0.013365933140761411,11000
child,12,0.007916581926524105,11000
child,13,0.0038773975325868404,11000
child,15,0.013864862405081014,11000
child,16,0.002100816707059293,11000
child,17,0.00450370768144442,11000
child,18,0.0060070572770195355,11000
child,19,0.004785137104571024,11000
child,20,0.0024624364372171454,11000
child,21,0.0011650906687384701,11000
child,22,0.003521443786718461,11000
child,23,0.00581729244948632,11000
child,24,0.012737633219194276,11000
child,25,0.006714102841511729,11000
child,26,0.005357536617443353,11000
child,27,0.0041363396869660415,11000
child,28,0.0011234807687145589,11000
child,29,0.0036770814595568557,11000
child,30,0.007867377669508745,11000
child,31,0.005960707947881272,11000
child,32,0.003479854617931271,11000
child,33,0.007251967175058277,11000
child,34,0.010062305702243195,11000
child,35,0.0006462512261466107,11000
child,36,0.015348780383696223,11000
child,37,0.0047206220219648135,11000
child,38,0.006411635284993367,11000
child,39,0.003434061314875921,11000
child,40,0.0027361982483347334,11000
child,41,0.0065149776655538125,11000
child,42,0.006448394427493823,11000
child,44,0.0012897214351188047,11000
child,45,0.004844523838318632,11000
child,46,0.0037232785868974135,11000
child,47,0.0023902093845181126,11000
child,48,0.008021914003712662,11000
child,49,0.006076010903728302,11000
child,50,0.009191235234391708,11000
child,51,0.010155632674878937,11000
child,53,0.004704402134696169,11000
child,54,0.0006902912979798126,11000
child,55,0.002186898596120641,11000
child,56,0.006105216742584509,11000
